username,feedback,score,at,app_version
Dalimin Pradipta,Lambat banget! ga enak dipake,2,2024-08-14 10:22:49,4.1.0
"drg. Tari Situmorang, S.Ked","App ini mantap betul, gk kecewa.",5,2024-05-04 22:56:18,4.1.0
Ajeng Widodo,"Sipp, gk ada masalah, mantap.",5,2024-02-19 4:25:06,4.1.0
R. Rahmi Puspita,Udah nyoba berkali-kali tetep gk bisa.,3,2024-03-26 3:47:43,4.1.0
"Drs. Martaka Wulandari, S.Ked",Aplikasinya suka ngelag parah,1,2024-04-08 9:01:56,4.1.0
Puti Tiara Putra,"Lancar jaya bro, gk ada error.",5,2024-03-13 17:46:55,4.1.0
"Puti Shania Ramadan, M.Kom.",Lambat banget! ga enak dipake,1,2024-05-05 14:34:51,4.1.0
Janet Saptono,"Gagal terus, tolong dong diperbaiki!",2,2024-05-20 7:12:47,4.1.0
Asmadi Halimah,"Layanan memuaskan, fitur lengkap.",4,2024-04-19 13:23:17,4.1.0
"Hj. Siti Saputra, S.I.Kom",Aplikasinya suka ngelag parah,3,2024-04-25 21:23:47,4.1.0
"Mustofa Palastri, S.Pd","Gagal terus, tolong dong diperbaiki!",2,2024-02-18 19:50:24,4.1.0
"Hardi Pradana, M.TI.","Lemot bgt app ini, fix uninstall.",2,2024-04-27 5:40:43,4.1.0
Dr. Aurora Novitasari,"Lemot bgt app ini, fix uninstall.",2,2024-09-25 20:27:09,4.1.0
Rahman Maheswara,"Payah, gk bisa dipake sama sekali.",2,2024-02-14 18:51:15,4.1.0
Zelaya Anggraini,"Cepat dan responsif, saya suka.",4,2024-08-31 17:22:34,4.1.0
"Siska Gunawan, S.H.",Aplikasinya suka ngelag parah,3,2024-09-14 14:07:34,4.1.0
"Cinthia Putra, S.H.","Lemot bgt app ini, fix uninstall.",1,2024-06-04 16:00:54,4.1.0
Aisyah Wijaya,Udah nyoba berkali-kali tetep gk bisa.,3,2024-10-20 17:25:24,4.1.0
R.M. Yusuf Rajasa,"Payah, gk bisa dipake sama sekali.",2,2024-09-12 21:32:12,4.1.0
"Drs. Ulva Wibisono, S.E.","Sering eror, ga recommended.",2,2024-07-11 15:45:51,4.1.0
Winda Mayasari,"Gak bisa checkout, tolong perbaiki dong!",2,2024-05-19 5:37:01,4.1.0
"Sutan Viktor Prastuti, S.T.","Males banget, tiap buka loading terus.",3,2024-10-04 11:07:10,4.1.0
"Radit Pradana, M.Ak","Payah, gk bisa dipake sama sekali.",1,2024-10-19 1:33:22,4.1.0
"Baktiadi Namaga, M.Farm","Gak bisa checkout, tolong perbaiki dong!",2,2024-07-09 7:29:50,4.1.0
Mujur Damanik,Aplikasinya bagus banget!,4,2024-02-13 1:11:39,4.1.0
Murti Mustofa,"Sering eror, ga recommended.",2,2024-07-08 6:00:37,4.1.0
"Tgk. Putri Hastuti, S.H.",Lambat banget! ga enak dipake,3,2024-07-08 8:38:36,4.1.0
"Nadine Prabowo, S.E.","App ini mantap betul, gk kecewa.",5,2024-09-29 9:37:14,4.1.0
"Zahra Safitri, M.Kom.","App-nya keren, mantul!",5,2024-05-27 16:52:45,4.1.0
"Hj. Ani Prasetya, S.Farm","Gagal terus, tolong dong diperbaiki!",3,2024-08-28 15:51:36,4.1.0
drg. Kiandra Pratama,"Aduh app-nya error mulu, ga bener.",2,2024-09-05 21:08:16,4.1.0
Irma Laksmiwati,,3,2024-06-04 7:23:44,4.1.0
Hesti Usada,"App ini mantap betul, gk kecewa.",4,2024-09-15 13:15:17,4.1.0
Cindy Suwarno,Aplikasinya bagus banget!,5,2024-02-07 5:52:41,4.1.0
"Cut Talia Kuswoyo, S.Gz",Udah nyoba berkali-kali tetep gk bisa.,3,2024-09-02 16:30:17,4.1.0
Eka Handayani,Udah nyoba berkali-kali tetep gk bisa.,1,2024-04-04 6:31:26,4.1.0
"KH. Cahya Agustina, M.Ak","Cepat dan responsif, saya suka.",5,2024-03-11 0:27:45,4.1.0
Galang Halim,"Aduh app-nya error mulu, ga bener.",3,2024-02-13 20:50:00,4.1.0
Luis Permata,Aplikasinya suka ngelag parah,3,2024-02-19 7:32:43,4.1.0
H. Pranawa Anggriawan,"Mantul, pokoknya aplikasi ini juara deh!",4,2024-03-02 6:20:43,4.1.0
"Gara Prasetyo, S.Kom","Sipp, gk ada masalah, mantap.",5,2024-09-12 5:40:27,4.1.0
Yance Adriansyah,"Mantap, semuanya lancar.",5,2024-06-11 9:06:06,4.1.0
R.A. Laras Nugroho,Aplikasinya suka ngelag parah,1,2024-10-14 8:02:46,4.1.0
R. Joko Haryanto,Lambat banget! ga enak dipake,3,2024-09-09 14:55:22,4.1.0
"Ami Simanjuntak, M.Ak","Gak bisa checkout, tolong perbaiki dong!",2,2024-06-04 19:32:31,4.1.0
"R.M. Tirta Nuraini, S.Psi","Mantul, pokoknya aplikasi ini juara deh!",5,2024-06-19 10:16:02,4.1.0
Safina Halimah,"Lancar jaya bro, gk ada error.",4,2024-07-14 14:22:23,4.1.0
drg. Dadi Saragih,Lambat banget! ga enak dipake,3,2024-02-11 19:05:56,4.1.0
Zulaikha Haryanti,"Aduh app-nya error mulu, ga bener.",1,2024-03-05 23:38:19,4.1.0
"Tantri Hutasoit, M.Ak","Gak bisa checkout, tolong perbaiki dong!",3,2024-06-07 21:59:20,4.1.0
Tgk. Nrima Haryanti,Lambat banget! ga enak dipake,1,2024-03-23 7:09:04,4.1.0
Ratna Damanik,"App-nya keren, mantul!",4,2024-09-05 11:49:42,4.1.0
Hilda Kurniawan,"Mantul, pokoknya aplikasi ini juara deh!",5,2024-04-27 14:17:11,4.1.0
"Jaka Aryani, S.Ked","Sipp, gk ada masalah, mantap.",4,2024-10-04 0:06:32,4.1.0
Siska Widodo,"Sering eror, ga recommended.",2,2024-09-22 5:42:35,4.1.0
Widya Hutasoit,"Sipp, gk ada masalah, mantap.",4,2024-09-12 21:12:36,4.1.0
Suci Wibisono,"App ini mantap betul, gk kecewa.",5,2024-07-24 21:46:51,4.1.0
Rahmi Sihotang,"Cepat dan responsif, saya suka.",4,2024-02-22 22:11:30,4.1.0
Emin Narpati,"Mantul, pokoknya aplikasi ini juara deh!",4,2024-08-03 23:32:28,4.1.0
KH. Respati Lestari,"Gagal terus, tolong dong diperbaiki!",3,2024-07-28 4:24:22,4.1.0
Elisa Najmudin,Aplikasinya bagus banget!,5,2024-03-06 1:57:00,4.1.0
"Hj. Putri Santoso, S.H.","Sipp, gk ada masalah, mantap.",5,2024-01-16 9:28:38,4.1.0
"Rafid Anggriawan, S.Ked","Cepat dan responsif, saya suka.",5,2024-07-10 0:22:39,4.1.0
Karimah Narpati,Aplikasinya bagus banget!,5,2024-05-18 13:05:30,4.1.0
"Ir. Nrima Prabowo, S.Sos",Lambat banget! ga enak dipake,2,2024-08-31 11:21:45,4.1.0
"Violet Januar, S.Farm",Lambat banget! ga enak dipake,1,2024-05-09 4:01:06,4.1.0
Ganjaran Kuswoyo,"Aduh app-nya error mulu, ga bener.",3,2024-09-30 9:31:19,4.1.0
Sabrina Kuswoyo,"Payah, gk bisa dipake sama sekali.",3,2024-10-18 7:54:40,4.1.0
Edison Tampubolon,"Pokoknya juara, the best dah.",4,2024-05-05 16:29:44,4.1.0
Chelsea Kuswoyo,"Mantap, semuanya lancar.",4,2024-04-22 16:29:34,4.1.0
Umi Halim,"Gak bisa checkout, tolong perbaiki dong!",2,2024-05-01 22:45:32,4.1.0
Cut Tantri Damanik,"Males banget, tiap buka loading terus.",2,2024-05-05 13:54:08,4.1.0
Labuh Maryati,"Males banget, tiap buka loading terus.",3,2024-01-25 8:36:39,4.1.0
"Dr. Cinta Mandasari, S.Pt",Lambat banget! ga enak dipake,1,2024-03-08 13:36:20,4.1.0
Dt. Garan Hutapea,"App ini mantap betul, gk kecewa.",5,2024-06-19 10:06:53,4.1.0
Jaeman Rajata,"App-nya keren, mantul!",4,2024-03-21 8:26:30,4.1.0
"drg. Cakrabirawa Prasetya, S.Pt","Payah, gk bisa dipake sama sekali.",3,2024-01-28 15:49:17,4.1.0
Gambira Rajasa,"Males banget, tiap buka loading terus.",2,2024-02-24 15:50:28,4.1.0
Hendri Suryono,Aplikasinya bagus banget!,5,2024-03-31 6:19:08,4.1.0
Karen Wasita,,1,2024-05-07 2:27:02,4.1.0
Setya Susanti,"Gagal terus, tolong dong diperbaiki!",3,2024-05-23 2:18:23,4.1.0
Queen Waskita,"Lemot bgt app ini, fix uninstall.",3,2024-10-17 7:29:37,4.1.0
Sadina Salahudin,"Males banget, tiap buka loading terus.",1,2024-09-23 22:16:57,4.1.0
Cakrabirawa Saragih,,3,2024-09-04 21:53:00,4.1.0
"Jono Uyainah, M.TI.","Payah, gk bisa dipake sama sekali.",3,2024-10-05 3:33:46,4.1.0
Nasab Ardianto,"Sipp, gk ada masalah, mantap.",5,2024-05-17 1:50:21,4.1.0
dr. Mustika Lestari,"Gak bisa checkout, tolong perbaiki dong!",3,2024-04-03 0:11:16,4.1.0
"Zamira Pudjiastuti, S.Kom",Udah nyoba berkali-kali tetep gk bisa.,1,2024-05-27 16:52:58,4.1.0
Gatot Utami,"Gagal terus, tolong dong diperbaiki!",3,2024-01-07 17:56:02,4.1.0
"Rahman Zulkarnain, S.H.","Lemot bgt app ini, fix uninstall.",1,2024-08-19 3:47:08,4.1.0
Eli Zulkarnain,"Sering eror, ga recommended.",3,2024-03-01 5:38:59,4.1.0
"drg. Titin Marpaung, S.IP",,5,2024-09-26 4:57:06,4.1.0
Salimah Namaga,"Males banget, tiap buka loading terus.",2,2024-01-11 12:18:40,4.1.0
Titi Astuti,,3,2024-07-24 22:54:10,4.1.0
R.A. Genta Kusumo,"Males banget, tiap buka loading terus.",2,2024-07-30 22:08:07,4.1.0
"Dt. Aslijan Winarsih, M.M.","Sipp, gk ada masalah, mantap.",5,2024-06-06 22:33:31,4.1.0
Harja Widodo,,5,2024-08-14 11:44:08,4.1.0
Drs. Ulva Hidayat,"Layanan memuaskan, fitur lengkap.",4,2024-01-12 12:33:16,4.1.0
Perkasa Sihotang,"App-nya keren, mantul!",5,2024-05-05 2:07:22,4.1.0
"Ida Suryono, M.Pd","Sering eror, ga recommended.",2,2024-01-05 19:54:31,4.1.0
Icha Pradipta,"Payah, gk bisa dipake sama sekali.",3,2024-05-04 18:49:57,4.1.0
"H. Jagapati Prastuti, S.Gz","Gak bisa checkout, tolong perbaiki dong!",2,2024-05-03 7:50:04,4.1.0
Sadina Nasyiah,"Males banget, tiap buka loading terus.",2,2024-03-29 20:19:48,4.1.0
"Tgk. Carub Melani, S.Farm","Sipp, gk ada masalah, mantap.",5,2024-03-14 23:17:00,4.1.0
Jefri Lestari,"Males banget, tiap buka loading terus.",1,2024-02-22 22:44:11,4.1.0
Eka Mustofa,"Layanan memuaskan, fitur lengkap.",4,2024-04-20 23:07:45,4.1.0
"Irsad Nashiruddin, M.Kom.","App-nya keren, mantul!",5,2024-08-30 17:58:41,4.1.0
Belinda Mansur,"Aduh app-nya error mulu, ga bener.",3,2024-02-17 12:24:45,4.1.0
Baktianto Purnawati,Lambat banget! ga enak dipake,3,2024-09-26 0:48:15,4.1.0
Irnanto Latupono,"Layanan memuaskan, fitur lengkap.",4,2024-04-13 9:25:43,4.1.0
R.A. Hesti Suwarno,"Sipp, gk ada masalah, mantap.",4,2024-06-05 21:36:37,4.1.0
Tgk. Lili Astuti,"Gak bisa checkout, tolong perbaiki dong!",1,2024-06-06 1:05:31,4.1.0
Tami Kusumo,"Gagal terus, tolong dong diperbaiki!",3,2024-03-07 10:07:49,4.1.0
Daliman Anggraini,Lambat banget! ga enak dipake,3,2024-07-17 3:43:35,4.1.0
"Dalimin Nuraini, M.Ak","Gak bisa checkout, tolong perbaiki dong!",3,2024-03-21 4:35:40,4.1.0
Laksana Siregar,"Layanan memuaskan, fitur lengkap.",4,2024-02-16 7:05:06,4.1.0
Ir. Bagas Suryono,"Gagal terus, tolong dong diperbaiki!",1,2024-05-13 10:01:05,4.1.0
Ega Usamah,Lambat banget! ga enak dipake,3,2024-04-11 14:58:02,4.1.0
Paramita Winarsih,"Pokoknya juara, the best dah.",4,2024-06-06 23:07:23,4.1.0
Tira Rahayu,"Mantul, pokoknya aplikasi ini juara deh!",4,2024-08-01 6:50:28,4.1.0
Paris Sihombing,Lambat banget! ga enak dipake,3,2024-06-10 16:28:06,4.1.0
Karen Damanik,Lambat banget! ga enak dipake,3,2024-04-08 11:52:47,4.1.0
Daniswara Aryani,"Lemot bgt app ini, fix uninstall.",1,2024-01-19 16:33:41,4.1.0
R. Agus Manullang,"Sipp, gk ada masalah, mantap.",5,2024-01-06 8:15:41,4.1.0
Kunthara Latupono,"Aduh app-nya error mulu, ga bener.",3,2024-06-10 18:44:51,4.1.0
Bagiya Gunawan,Aplikasinya suka ngelag parah,3,2024-01-26 5:39:04,4.1.0
Oni Nashiruddin,"Mantul, pokoknya aplikasi ini juara deh!",4,2024-08-13 9:33:19,4.1.0
Lasmanto Kurniawan,"Lemot bgt app ini, fix uninstall.",3,2024-01-20 11:48:33,4.1.0
Ridwan Anggriawan,"Aduh app-nya error mulu, ga bener.",1,2024-05-21 18:35:18,4.1.0
drg. Cinthia Iswahyudi,"Mantul, pokoknya aplikasi ini juara deh!",5,2024-05-28 17:05:59,4.1.0
"Tari Simbolon, S.Ked",Lambat banget! ga enak dipake,2,2024-08-04 8:33:50,4.1.0
Dt. Hardana Saptono,"App ini mantap betul, gk kecewa.",4,2024-01-23 13:58:49,4.1.0
Hj. Septi Rahimah,"Gagal terus, tolong dong diperbaiki!",3,2024-06-18 14:38:27,4.1.0
"Galak Wijaya, S.IP","Cepat dan responsif, saya suka.",5,2024-03-30 20:36:32,4.1.0
Vanya Suryatmi,"Sering eror, ga recommended.",2,2024-01-08 8:58:35,4.1.0
T. Banawa Anggraini,,1,2024-08-22 10:28:09,4.1.0
Ade Adriansyah,Udah nyoba berkali-kali tetep gk bisa.,3,2024-10-19 9:30:40,4.1.0
Ikin Ardianto,,5,2024-03-30 20:29:42,4.1.0
Ciaobella Hariyah,"Aduh app-nya error mulu, ga bener.",2,2024-02-28 12:09:54,4.1.0
Rusman Firmansyah,"Cepat dan responsif, saya suka.",4,2024-08-22 1:36:33,4.1.0
Kasim Tampubolon,"Payah, gk bisa dipake sama sekali.",3,2024-07-17 14:53:21,4.1.0
Elisa Wulandari,"Payah, gk bisa dipake sama sekali.",2,2024-09-27 8:50:26,4.1.0
Prabawa Rajasa,"Sipp, gk ada masalah, mantap.",4,2024-08-09 20:31:11,4.1.0
Marwata Susanti,Lambat banget! ga enak dipake,1,2024-10-09 4:56:34,4.1.0
Oman Haryanto,"Mantap, semuanya lancar.",4,2024-05-07 12:29:14,4.1.0
Vivi Rahayu,Udah nyoba berkali-kali tetep gk bisa.,2,2024-02-07 19:03:36,4.1.0
Elisa Yulianti,,4,2024-09-13 11:30:21,4.1.0
Novi Salahudin,"App-nya keren, mantul!",5,2024-10-21 10:42:12,4.1.0
"Cut Citra Santoso, M.Ak","Gagal terus, tolong dong diperbaiki!",2,2024-03-10 10:39:28,4.1.0
"Raisa Dongoran, S.Psi","Lemot bgt app ini, fix uninstall.",1,2024-03-17 20:11:26,4.1.0
Caturangga Marpaung,"Gak bisa checkout, tolong perbaiki dong!",2,2024-04-07 10:47:05,4.1.0
Ir. Bagya Mangunsong,"Mantap, semuanya lancar.",4,2024-09-21 20:11:13,4.1.0
"Banawi Pangestu, S.H.","Cepat dan responsif, saya suka.",5,2024-06-25 9:51:25,4.1.0
Dr. Vero Iswahyudi,"Payah, gk bisa dipake sama sekali.",1,2024-08-14 19:22:17,4.1.0
"Jono Hasanah, S.E.I",Lambat banget! ga enak dipake,3,2024-06-15 8:40:15,4.1.0
Raditya Purwanti,"Sipp, gk ada masalah, mantap.",5,2024-06-19 0:09:41,4.1.0
Febi Susanti,"Payah, gk bisa dipake sama sekali.",3,2024-08-02 1:34:33,4.1.0
"Prayitna Hartati, S.T.","Payah, gk bisa dipake sama sekali.",1,2024-05-14 8:07:09,4.1.0
"Cut Nadia Astuti, M.Farm","Cepat dan responsif, saya suka.",4,2024-03-18 13:49:27,4.1.0
"Zulfa Thamrin, S.E.","Cepat dan responsif, saya suka.",4,2024-01-16 19:14:51,4.1.0
Qori Widiastuti,"Gak bisa checkout, tolong perbaiki dong!",2,2024-05-17 16:32:40,4.1.0
dr. Tari Farida,Aplikasinya suka ngelag parah,3,2024-02-06 6:38:53,4.1.0
Cornelia Sirait,"Gak bisa checkout, tolong perbaiki dong!",1,2024-02-19 5:33:29,4.1.0
Maida Usada,"Sering eror, ga recommended.",1,2024-08-14 12:54:03,4.1.0
Irfan Dongoran,"Pokoknya juara, the best dah.",4,2024-07-06 8:27:06,4.1.0
Saka Latupono,"Sipp, gk ada masalah, mantap.",5,2024-02-18 4:39:16,4.1.0
Hana Novitasari,Aplikasinya bagus banget!,4,2024-10-06 10:11:48,4.1.0
"R. Nyoman Mardhiyah, S.I.Kom","Gak bisa checkout, tolong perbaiki dong!",1,2024-07-14 4:01:16,4.1.0
Mahfud Melani,"Payah, gk bisa dipake sama sekali.",3,2024-02-16 2:34:35,4.1.0
Drs. Humaira Wulandari,Aplikasinya suka ngelag parah,2,2024-03-04 6:51:40,4.1.0
Kawaca Nainggolan,"Mantul, pokoknya aplikasi ini juara deh!",5,2024-02-13 8:32:09,4.1.0
"Ratna Farida, S.Ked","Payah, gk bisa dipake sama sekali.",2,2024-01-10 13:28:37,4.1.0
Bahuwarna Kurniawan,"Lemot bgt app ini, fix uninstall.",1,2024-04-08 9:51:56,4.1.0
"T. Enteng Halim, S.Ked","Aduh app-nya error mulu, ga bener.",1,2024-08-13 0:40:50,4.1.0
Shakila Mansur,Aplikasinya suka ngelag parah,1,2024-04-30 23:51:48,4.1.0
"Wadi Nasyidah, M.Pd",Udah nyoba berkali-kali tetep gk bisa.,1,2024-09-26 19:27:06,4.1.0
drg. Ade Mustofa,"Gak bisa checkout, tolong perbaiki dong!",3,2024-06-05 5:15:29,4.1.0
Oni Simanjuntak,"Pokoknya juara, the best dah.",5,2024-04-04 12:19:12,4.1.0
Lamar Adriansyah,"Aduh app-nya error mulu, ga bener.",1,2024-08-11 0:13:33,4.1.0
R. Balapati Palastri,"Gagal terus, tolong dong diperbaiki!",1,2024-07-06 13:54:23,4.1.0
Rafi Rahmawati,"Lemot bgt app ini, fix uninstall.",2,2024-04-14 1:01:00,4.1.0
Tri Kuswoyo,"Males banget, tiap buka loading terus.",1,2024-07-14 19:23:53,4.1.0
Nilam Sihombing,"Aduh app-nya error mulu, ga bener.",3,2024-02-04 1:08:30,4.1.0
dr. Mulyanto Prayoga,"Sipp, gk ada masalah, mantap.",5,2024-06-09 21:50:44,4.1.0
Cut Lili Dongoran,"Payah, gk bisa dipake sama sekali.",3,2024-04-22 3:04:40,4.1.0
"Mustofa Maryati, S.Ked","Payah, gk bisa dipake sama sekali.",3,2024-08-31 20:41:58,4.1.0
R.A. Rahayu Prasetyo,"Mantul, pokoknya aplikasi ini juara deh!",5,2024-09-02 1:49:00,4.1.0
Taufan Yulianti,"Aduh app-nya error mulu, ga bener.",1,2024-01-05 14:50:33,4.1.0
"Luluh Haryanto, S.Ked","Layanan memuaskan, fitur lengkap.",5,2024-03-22 16:16:52,4.1.0
dr. Martaka Habibi,Udah nyoba berkali-kali tetep gk bisa.,3,2024-09-12 2:16:45,4.1.0
"Tantri Ardianto, M.M.","Aduh app-nya error mulu, ga bener.",1,2024-04-02 5:33:35,4.1.0
Ratna Sitorus,"Mantap, semuanya lancar.",4,2024-10-20 21:55:57,4.1.0
Mahdi Pradipta,Udah nyoba berkali-kali tetep gk bisa.,3,2024-06-20 16:47:18,4.1.0
Ani Farida,"Gagal terus, tolong dong diperbaiki!",2,2024-09-10 17:31:58,4.1.0
"Hafshah Zulaika, S.T.","Aduh app-nya error mulu, ga bener.",1,2024-02-09 8:29:55,4.1.0
Darmana Simbolon,"Males banget, tiap buka loading terus.",2,2024-03-04 1:44:49,4.1.0
R. Natalia Pradana,"Aduh app-nya error mulu, ga bener.",1,2024-06-16 7:06:06,4.1.0
Cornelia Tamba,"Gak bisa checkout, tolong perbaiki dong!",2,2024-08-22 3:40:41,4.1.0
Putri Nainggolan,,5,2024-07-10 9:49:16,4.1.0
Ivan Nababan,"Lemot bgt app ini, fix uninstall.",3,2024-10-04 9:20:12,4.1.0
"Oliva Susanti, S.Kom","App-nya keren, mantul!",5,2024-10-01 2:58:55,4.1.0
Rachel Megantara,"Lemot bgt app ini, fix uninstall.",3,2024-01-28 2:01:26,4.1.0
Putu Hidayanto,"App-nya keren, mantul!",4,2024-03-19 19:05:26,4.1.0
"Simon Oktaviani, S.E.I","Gagal terus, tolong dong diperbaiki!",3,2024-06-23 23:53:43,4.1.0
Dodo Kurniawan,Udah nyoba berkali-kali tetep gk bisa.,2,2024-09-11 16:28:55,4.1.0
Halim Nababan,"Males banget, tiap buka loading terus.",1,2024-10-07 1:08:24,4.1.0
Jaswadi Andriani,Aplikasinya suka ngelag parah,3,2024-09-27 19:08:32,4.1.0
Cici Firgantoro,"Mantul, pokoknya aplikasi ini juara deh!",5,2024-08-03 19:49:54,4.1.0
Rahayu Siregar,Lambat banget! ga enak dipake,3,2024-08-31 21:50:04,4.1.0
Yuliana Rajata,Lambat banget! ga enak dipake,2,2024-01-24 19:31:09,4.1.0
Yuliana Najmudin,Aplikasinya suka ngelag parah,3,2024-04-01 4:22:34,4.1.0
Mila Marbun,"Pokoknya juara, the best dah.",4,2024-03-26 11:32:54,4.1.0
Perkasa Utami,Lambat banget! ga enak dipake,3,2024-10-05 8:50:08,4.1.0
Usyi Utami,Lambat banget! ga enak dipake,2,2024-02-25 1:24:26,4.1.0
Malika Pradana,"Payah, gk bisa dipake sama sekali.",2,2024-06-20 15:46:52,4.1.0
"drg. Ana Melani, S.Pd",Udah nyoba berkali-kali tetep gk bisa.,2,2024-09-28 13:29:12,4.1.0
"dr. Kamal Padmasari, S.Ked","Payah, gk bisa dipake sama sekali.",2,2024-06-14 18:01:13,4.1.0
Gina Gunawan,"Aduh app-nya error mulu, ga bener.",1,2024-09-30 21:31:06,4.1.0
"Garda Rajata, M.TI.","Payah, gk bisa dipake sama sekali.",2,2024-10-12 22:10:06,4.1.0
Prabowo Prayoga,"Payah, gk bisa dipake sama sekali.",3,2024-07-17 9:38:57,4.1.0
Vivi Hardiansyah,"Gak bisa checkout, tolong perbaiki dong!",1,2024-07-09 19:44:50,4.1.0
Gilda Padmasari,Aplikasinya suka ngelag parah,1,2024-04-06 15:35:28,4.1.0
Virman Marpaung,"Gagal terus, tolong dong diperbaiki!",3,2024-06-04 7:59:55,4.1.0
Tantri Farida,"Mantap, semuanya lancar.",4,2024-09-02 5:59:17,4.1.0
Bella Pradipta,"Sering eror, ga recommended.",1,2024-03-25 9:46:10,4.1.0
Artawan Hidayat,"Mantap, semuanya lancar.",4,2024-10-13 5:11:46,4.1.0
Natalia Hidayanto,"App ini mantap betul, gk kecewa.",5,2024-09-03 22:19:47,4.1.0
Arsipatra Rajasa,"App-nya keren, mantul!",4,2024-09-22 7:17:49,4.1.0
Asmadi Pangestu,"Aduh app-nya error mulu, ga bener.",3,2024-04-17 19:30:45,4.1.0
Zulfa Melani,"App-nya keren, mantul!",5,2024-08-13 4:10:36,4.1.0
Salimah Haryanti,"App ini mantap betul, gk kecewa.",4,2024-06-06 11:11:59,4.1.0
Koko Wibisono,"Cepat dan responsif, saya suka.",5,2024-08-15 22:17:10,4.1.0
dr. Salimah Uwais,"Sering eror, ga recommended.",2,2024-02-18 7:21:36,4.1.0
"Cemani Wijaya, S.T.","Gak bisa checkout, tolong perbaiki dong!",1,2024-01-30 9:25:37,4.1.0
Kasiyah Wahyuni,Udah nyoba berkali-kali tetep gk bisa.,3,2024-01-28 10:02:59,4.1.0
Eluh Sihombing,"Lancar jaya bro, gk ada error.",4,2024-01-22 6:33:30,4.1.0
Keisha Suartini,,4,2024-05-04 9:31:05,4.1.0
Elon Safitri,,2,2024-10-22 11:35:11,4.1.0
Dr. Garda Wibisono,"Sering eror, ga recommended.",3,2024-04-14 22:44:08,4.1.0
Genta Prastuti,"Mantap, semuanya lancar.",4,2024-02-02 22:29:33,4.1.0
Kania Fujiati,"Sering eror, ga recommended.",1,2024-05-21 15:14:03,4.1.0
Paris Rajasa,"Mantap, semuanya lancar.",4,2024-05-25 18:49:03,4.1.0
"Humaira Prasetya, S.Pd","App-nya keren, mantul!",4,2024-10-11 19:27:13,4.1.0
Sutan Damu Sudiati,"Cepat dan responsif, saya suka.",4,2024-02-16 12:45:07,4.1.0
Dr. Jail Natsir,Lambat banget! ga enak dipake,3,2024-04-06 6:32:15,4.1.0
R.A. Ellis Rahimah,"Aduh app-nya error mulu, ga bener.",2,2024-02-03 7:54:03,4.1.0
Erik Situmorang,"App-nya keren, mantul!",5,2024-09-07 21:59:47,4.1.0
Victoria Wacana,"Mantul, pokoknya aplikasi ini juara deh!",5,2024-05-09 16:44:43,4.1.0
"Tgk. Raden Kuswoyo, S.IP",Udah nyoba berkali-kali tetep gk bisa.,2,2024-01-30 19:28:44,4.1.0
"dr. Vanesa Winarsih, S.E.I","Sipp, gk ada masalah, mantap.",5,2024-06-07 5:02:37,4.1.0
"R.A. Yessi Hidayanto, M.Pd","Layanan memuaskan, fitur lengkap.",4,2024-02-09 14:18:31,4.1.0
KH. Hadi Damanik,"Payah, gk bisa dipake sama sekali.",3,2024-05-17 2:20:30,4.1.0
R. Lasmono Kuswandari,"Mantul, pokoknya aplikasi ini juara deh!",4,2024-10-07 0:51:43,4.1.0
"H. Rendy Waskita, M.Kom.","Pokoknya juara, the best dah.",5,2024-08-30 3:07:42,4.1.0
"Vera Hasanah, S.E.","Aduh app-nya error mulu, ga bener.",3,2024-06-23 8:23:35,4.1.0
Gilda Gunawan,Aplikasinya bagus banget!,5,2024-08-26 18:01:33,4.1.0
drg. Suci Prayoga,Aplikasinya bagus banget!,5,2024-02-12 13:06:54,4.1.0
Irma Nugroho,Lambat banget! ga enak dipake,2,2024-08-09 7:32:12,4.1.0
"KH. Danang Najmudin, S.E.I",Lambat banget! ga enak dipake,3,2024-01-26 3:29:15,4.1.0
Tugiman Usada,"Layanan memuaskan, fitur lengkap.",5,2024-08-31 5:02:34,4.1.0
Ciaobella Purwanti,"Pokoknya juara, the best dah.",5,2024-06-16 23:06:48,4.1.0
Prasetyo Rahimah,"Pokoknya juara, the best dah.",5,2024-03-04 1:17:35,4.1.0
Muni Januar,"Mantul, pokoknya aplikasi ini juara deh!",5,2024-01-16 3:17:21,4.1.0
Estiawan Uwais,"Males banget, tiap buka loading terus.",1,2024-05-01 22:42:21,4.1.0
Naradi Damanik,"Gak bisa checkout, tolong perbaiki dong!",3,2024-06-02 20:27:28,4.1.0
Yani Astuti,"Pokoknya juara, the best dah.",5,2024-04-22 16:14:07,4.1.0
Fathonah Prabowo,"Sering eror, ga recommended.",2,2024-05-08 23:35:50,4.1.0
Janet Rajata,"Payah, gk bisa dipake sama sekali.",2,2024-02-12 11:59:53,4.1.0
Rahayu Purnawati,"Lancar jaya bro, gk ada error.",4,2024-07-15 20:35:46,4.1.0
Sutan Kacung Kuswandari,Udah nyoba berkali-kali tetep gk bisa.,2,2024-07-19 7:23:03,4.1.0
"KH. Ihsan Prasetya, S.Pd","App ini mantap betul, gk kecewa.",4,2024-09-22 13:59:14,4.1.0
Hani Oktaviani,"Lemot bgt app ini, fix uninstall.",2,2024-07-28 15:16:25,4.1.0
Aurora Yuniar,"Layanan memuaskan, fitur lengkap.",4,2024-08-01 11:59:48,4.1.0
Qori Maryati,,5,2024-07-08 5:33:32,4.1.0
Bahuwarna Rajata,"App-nya keren, mantul!",4,2024-02-02 3:44:45,4.1.0
